file,resolution_p,fps_nominal,duration_used_s,fs_Hz,BPM_est,BPM_err_pct,A_est_m,A_err_pct
distance_log_720p_5fps.csv,720,5,299.40000000000424,4.999999999999929,40.45393858477913,1.1348464619478271%,0.0024726017354100857,-17.579942152997145%
distance_log_720p_10fps.csv,720,10,299.40000000000424,9.999999999999858,40.46744574290427,1.1686143572606689%,0.0029213302096930825,-2.6223263435639175%
distance_log_720p_15fps.csv,720,15,299.9590000000326,14.925373134326737,40.596481638253614,1.4912040956340356%,0.003026575680834045,0.8858560278014997%
distance_log_720p_30fps.csv,720,30,299.9040000001405,30.303030303016104,40.40848578199529,1.0212144549882218%,0.003344320192516809,11.477339750560295%
distance_log_720p_60fps.csv,720,60,299.9989999999278,58.823529411778864,40.39784544825249,0.9946136206312239%,0.003794846501885425,26.494883396180825%
distance_log_1080p_30fps.csv,1080,30,299.97000000014054,30.303030303016104,40.399596004021035,0.9989900100525871%,0.0023274390471799823,-22.418698427333926%
