# bpm: 46.0
# max_angle_deg: 90
# hold_ms: 300
# bus: 1
# addr: 0x40
# channel: 0
# timestamp_start: 2025-10-19 18:28:09.867
# timestamp, ms_since_start, angle_deg
2025-10-19 18:28:09.876,0.000,0
2025-10-19 18:28:09.877,1.079,0
2025-10-19 18:28:09.890,14.242,3
2025-10-19 18:28:09.903,27.372,5
2025-10-19 18:28:09.916,40.498,8
2025-10-19 18:28:09.930,53.758,11
2025-10-19 18:28:09.943,66.965,14
2025-10-19 18:28:09.958,81.739,16
2025-10-19 18:28:09.971,94.992,19
2025-10-19 18:28:09.984,108.159,22
2025-10-19 18:28:09.997,121.450,25
2025-10-19 18:28:10.011,134.759,27
2025-10-19 18:28:10.024,147.901,30
2025-10-19 18:28:10.037,161.335,33
2025-10-19 18:28:10.050,174.482,35
2025-10-19 18:28:10.065,189.573,38
2025-10-19 18:28:10.079,202.911,41
2025-10-19 18:28:10.093,216.848,44
2025-10-19 18:28:10.106,230.413,46
2025-10-19 18:28:10.120,244.322,49
2025-10-19 18:28:10.133,257.623,52
2025-10-19 18:28:10.147,270.774,55
2025-10-19 18:28:10.160,283.912,57
2025-10-19 18:28:10.174,298.245,60
2025-10-19 18:28:10.187,311.542,63
2025-10-19 18:28:10.201,324.804,65
2025-10-19 18:28:10.214,338.159,68
2025-10-19 18:28:10.227,351.345,71
2025-10-19 18:28:10.240,364.501,74
2025-10-19 18:28:10.254,377.882,76
2025-10-19 18:28:10.267,391.125,79
2025-10-19 18:28:10.280,404.305,82
2025-10-19 18:28:10.293,417.486,85
2025-10-19 18:28:10.307,430.714,87
2025-10-19 18:28:10.320,444.590,90
2025-10-19 18:28:10.334,457.828,90
2025-10-19 18:28:10.347,470.992,88
2025-10-19 18:28:10.360,484.182,86
2025-10-19 18:28:10.373,497.382,85
2025-10-19 18:28:10.386,510.591,83
2025-10-19 18:28:10.400,523.832,81
2025-10-19 18:28:10.413,537.119,79
2025-10-19 18:28:10.426,550.310,77
2025-10-19 18:28:10.440,563.885,76
2025-10-19 18:28:10.453,577.320,74
2025-10-19 18:28:10.466,590.524,72
2025-10-19 18:28:10.480,603.687,70
2025-10-19 18:28:10.493,616.912,68
2025-10-19 18:28:10.506,630.091,67
2025-10-19 18:28:10.519,643.267,65
2025-10-19 18:28:10.533,656.780,63
2025-10-19 18:28:10.546,670.032,61
2025-10-19 18:28:10.559,683.292,59
2025-10-19 18:28:10.572,696.522,58
2025-10-19 18:28:10.586,709.738,56
2025-10-19 18:28:10.599,723.060,54
2025-10-19 18:28:10.612,736.269,52
2025-10-19 18:28:10.625,749.632,50
2025-10-19 18:28:10.639,763.359,49
2025-10-19 18:28:10.653,777.195,47
2025-10-19 18:28:10.666,790.351,45
2025-10-19 18:28:10.679,803.562,43
2025-10-19 18:28:10.693,816.983,41
2025-10-19 18:28:10.706,830.130,40
2025-10-19 18:28:10.719,843.473,38
2025-10-19 18:28:10.733,856.753,36
2025-10-19 18:28:10.746,870.174,34
2025-10-19 18:28:10.759,883.429,32
2025-10-19 18:28:10.772,896.632,31
2025-10-19 18:28:10.786,909.802,29
2025-10-19 18:28:10.799,923.108,27
2025-10-19 18:28:10.812,936.440,25
2025-10-19 18:28:10.826,949.783,23
2025-10-19 18:28:10.839,963.750,22
2025-10-19 18:28:10.854,977.838,20
2025-10-19 18:28:10.867,991.126,18
2025-10-19 18:28:10.880,1004.483,16
2025-10-19 18:28:10.894,1017.911,14
2025-10-19 18:28:10.907,1031.128,13
2025-10-19 18:28:10.920,1044.307,11
2025-10-19 18:28:10.934,1057.744,9
2025-10-19 18:28:10.947,1070.947,7
2025-10-19 18:28:10.960,1084.109,5
2025-10-19 18:28:10.973,1097.304,4
2025-10-19 18:28:10.987,1111.141,2
2025-10-19 18:28:11.000,1124.434,0
2025-10-19 18:28:11.014,1137.699,0
2025-10-19 18:28:11.027,1151.003,0
2025-10-19 18:28:11.040,1164.249,0
2025-10-19 18:28:11.053,1177.534,0
2025-10-19 18:28:11.067,1190.835,0
2025-10-19 18:28:11.080,1204.067,0
2025-10-19 18:28:11.093,1217.279,0
2025-10-19 18:28:11.106,1230.596,0
2025-10-19 18:28:11.120,1243.941,0
2025-10-19 18:28:11.133,1257.290,0
2025-10-19 18:28:11.147,1271.197,0
2025-10-19 18:28:11.160,1284.426,0
2025-10-19 18:28:11.174,1297.777,0
2025-10-19 18:28:11.187,1311.107,0
2025-10-19 18:28:11.200,1324.349,0
2025-10-19 18:28:11.214,1337.936,0
2025-10-19 18:28:11.227,1351.113,0
2025-10-19 18:28:11.240,1364.249,0
