# bpm: 46.0
# max_angle_deg: 90
# hold_ms: 300
# bus: 1
# addr: 0x40
# channel: 0
# timestamp_start: 2025-10-20 00:17:00.460
# timestamp, ms_since_start, angle_deg
2025-10-20 00:17:00.470,0.000,0
2025-10-20 00:17:00.471,0.938,0
2025-10-20 00:17:00.484,14.036,3
2025-10-20 00:17:00.497,27.193,5
2025-10-20 00:17:00.510,40.392,8
2025-10-20 00:17:00.523,53.469,11
2025-10-20 00:17:00.537,66.814,14
2025-10-20 00:17:00.550,80.055,16
2025-10-20 00:17:00.564,93.801,19
2025-10-20 00:17:00.578,107.716,22
2025-10-20 00:17:00.591,121.347,25
2025-10-20 00:17:00.605,134.915,27
2025-10-20 00:17:00.618,148.255,30
2025-10-20 00:17:00.632,162.119,33
2025-10-20 00:17:00.645,175.295,35
2025-10-20 00:17:00.659,189.112,38
2025-10-20 00:17:00.673,203.011,41
2025-10-20 00:17:00.687,216.854,44
2025-10-20 00:17:00.700,230.146,46
2025-10-20 00:17:00.713,243.430,49
2025-10-20 00:17:00.727,256.648,52
2025-10-20 00:17:00.740,270.100,55
2025-10-20 00:17:00.753,283.357,57
2025-10-20 00:17:00.766,296.536,60
2025-10-20 00:17:00.780,309.709,63
2025-10-20 00:17:00.793,323.114,65
2025-10-20 00:17:00.806,336.484,68
2025-10-20 00:17:00.820,349.740,71
2025-10-20 00:17:00.833,362.934,74
2025-10-20 00:17:00.846,376.336,76
2025-10-20 00:17:00.860,389.791,79
2025-10-20 00:17:00.873,402.984,82
2025-10-20 00:17:00.886,416.144,85
2025-10-20 00:17:00.899,429.308,87
2025-10-20 00:17:00.912,442.525,90
2025-10-20 00:17:00.926,455.851,90
2025-10-20 00:17:00.939,469.031,88
2025-10-20 00:17:00.961,490.900,86
2025-10-20 00:17:00.974,504.208,85
2025-10-20 00:17:00.987,517.521,83
2025-10-20 00:17:01.001,530.803,81
2025-10-20 00:17:01.014,544.002,79
2025-10-20 00:17:01.027,557.183,77
2025-10-20 00:17:01.040,570.329,76
2025-10-20 00:17:01.054,583.649,74
2025-10-20 00:17:01.067,597.083,72
2025-10-20 00:17:01.081,610.699,70
2025-10-20 00:17:01.094,623.883,68
2025-10-20 00:17:01.108,637.906,67
2025-10-20 00:17:01.122,651.997,65
2025-10-20 00:17:01.135,665.234,63
2025-10-20 00:17:01.148,678.591,61
2025-10-20 00:17:01.162,691.846,59
2025-10-20 00:17:01.176,706.645,58
2025-10-20 00:17:01.190,720.493,56
2025-10-20 00:17:01.204,733.639,54
2025-10-20 00:17:01.217,746.790,52
2025-10-20 00:17:01.230,759.957,50
2025-10-20 00:17:01.243,773.160,49
2025-10-20 00:17:01.256,786.305,47
2025-10-20 00:17:01.270,799.615,45
2025-10-20 00:17:01.283,812.909,43
2025-10-20 00:17:01.296,826.384,41
2025-10-20 00:17:01.310,839.815,40
2025-10-20 00:17:01.323,853.552,38
2025-10-20 00:17:01.337,867.109,36
2025-10-20 00:17:01.351,880.874,34
2025-10-20 00:17:01.364,894.217,32
2025-10-20 00:17:01.377,907.347,31
2025-10-20 00:17:01.390,920.428,29
2025-10-20 00:17:01.404,933.914,27
2025-10-20 00:17:01.417,947.176,25
2025-10-20 00:17:01.430,960.425,23
2025-10-20 00:17:01.444,973.711,22
2025-10-20 00:17:01.457,987.185,20
2025-10-20 00:17:01.471,1000.553,18
2025-10-20 00:17:01.484,1013.838,16
2025-10-20 00:17:01.497,1027.240,14
2025-10-20 00:17:01.511,1041.312,13
2025-10-20 00:17:01.525,1054.613,11
2025-10-20 00:17:01.538,1067.834,9
2025-10-20 00:17:01.551,1081.058,7
2025-10-20 00:17:01.564,1094.305,5
2025-10-20 00:17:01.578,1107.591,4
2025-10-20 00:17:01.591,1120.911,2
2025-10-20 00:17:01.604,1134.217,0
2025-10-20 00:17:01.618,1147.586,0
2025-10-20 00:17:01.631,1160.796,0
2025-10-20 00:17:01.644,1174.241,0
2025-10-20 00:17:01.657,1187.481,0
2025-10-20 00:17:01.671,1200.658,0
2025-10-20 00:17:01.684,1214.029,0
2025-10-20 00:17:01.697,1227.353,0
2025-10-20 00:17:01.711,1240.602,0
2025-10-20 00:17:01.724,1253.797,0
2025-10-20 00:17:01.739,1268.912,0
2025-10-20 00:17:01.752,1282.107,0
2025-10-20 00:17:01.766,1296.091,0
2025-10-20 00:17:01.779,1309.276,0
2025-10-20 00:17:01.792,1322.471,0
2025-10-20 00:17:01.806,1335.737,0
2025-10-20 00:17:01.819,1348.910,0
2025-10-20 00:17:01.832,1362.144,0
2025-10-20 00:17:01.845,1375.309,0
2025-10-20 00:17:01.859,1388.563,0
2025-10-20 00:17:01.872,1401.811,0
2025-10-20 00:17:01.885,1415.044,0
2025-10-20 00:17:01.898,1428.281,0
2025-10-20 00:17:01.911,1441.481,0
2025-10-20 00:17:01.925,1454.783,0
2025-10-20 00:17:01.938,1468.104,3
2025-10-20 00:17:01.951,1481.305,5
2025-10-20 00:17:01.964,1494.575,8
2025-10-20 00:17:01.978,1508.039,11
2025-10-20 00:17:01.991,1521.258,14
2025-10-20 00:17:02.004,1534.498,16
2025-10-20 00:17:02.018,1547.729,19
2025-10-20 00:17:02.031,1561.155,22
2025-10-20 00:17:02.044,1574.405,25
2025-10-20 00:17:02.058,1587.662,27
2025-10-20 00:17:02.072,1602.167,30
2025-10-20 00:17:02.085,1615.431,33
2025-10-20 00:17:02.099,1628.586,35
2025-10-20 00:17:02.112,1642.205,38
2025-10-20 00:17:02.125,1655.381,41
2025-10-20 00:17:02.138,1668.565,44
2025-10-20 00:17:02.152,1681.938,46
2025-10-20 00:17:02.165,1695.148,49
2025-10-20 00:17:02.178,1708.288,52
2025-10-20 00:17:02.191,1721.502,55
2025-10-20 00:17:02.205,1734.972,57
2025-10-20 00:17:02.218,1748.309,60
2025-10-20 00:17:02.231,1761.519,63
2025-10-20 00:17:02.245,1774.958,65
2025-10-20 00:17:02.258,1788.245,68
2025-10-20 00:17:02.271,1801.511,71
2025-10-20 00:17:02.285,1814.827,74
2025-10-20 00:17:02.298,1828.034,76
2025-10-20 00:17:02.311,1841.165,79
2025-10-20 00:17:02.324,1854.346,82
2025-10-20 00:17:02.337,1867.474,85
2025-10-20 00:17:02.351,1880.668,87
