# bpm: 40.0
# max_angle_deg: 90
# hold_ms: 300
# bus: 1
# addr: 0x40
# channel: 0
# timestamp_start: 2025-10-13 01:38:25.385
# timestamp, ms_since_start, angle_deg
2025-10-13 01:38:25.398,0.000,0
2025-10-13 01:38:25.399,1.104,0
2025-10-13 01:38:25.412,14.294,2
2025-10-13 01:38:25.426,27.527,4
2025-10-13 01:38:25.439,40.981,7
2025-10-13 01:38:25.452,54.219,9
2025-10-13 01:38:25.466,67.832,11
2025-10-13 01:38:25.479,81.205,14
2025-10-13 01:38:25.493,94.794,16
2025-10-13 01:38:25.507,108.508,18
2025-10-13 01:38:25.521,123.371,20
2025-10-13 01:38:25.536,137.622,22
2025-10-13 01:38:25.550,151.911,25
2025-10-13 01:38:25.563,165.234,27
2025-10-13 01:38:25.578,179.904,29
2025-10-13 01:38:25.593,194.610,31
2025-10-13 01:38:25.608,209.583,34
2025-10-13 01:38:25.621,223.099,36
2025-10-13 01:38:25.635,236.818,38
2025-10-13 01:38:25.649,250.466,40
2025-10-13 01:38:25.662,263.974,43
2025-10-13 01:38:25.676,277.414,45
2025-10-13 01:38:25.689,290.888,47
2025-10-13 01:38:25.703,304.441,50
2025-10-13 01:38:25.716,318.188,52
2025-10-13 01:38:25.730,331.896,54
2025-10-13 01:38:25.744,345.519,56
2025-10-13 01:38:25.757,358.928,58
2025-10-13 01:38:25.770,372.395,61
2025-10-13 01:38:25.784,385.895,63
2025-10-13 01:38:25.798,399.763,65
2025-10-13 01:38:25.811,413.152,68
2025-10-13 01:38:25.825,426.832,70
2025-10-13 01:38:25.840,441.736,72
2025-10-13 01:38:25.853,454.997,74
2025-10-13 01:38:25.866,468.263,76
2025-10-13 01:38:25.880,481.429,79
2025-10-13 01:38:25.893,494.741,81
2025-10-13 01:38:25.906,507.893,83
2025-10-13 01:38:25.919,521.076,86
2025-10-13 01:38:25.933,534.405,88
2025-10-13 01:38:25.946,547.585,90
2025-10-13 01:38:25.959,560.907,90
2025-10-13 01:38:25.972,574.260,88
2025-10-13 01:38:25.986,587.781,87
2025-10-13 01:38:25.999,601.267,86
