# bpm: 40.0
# max_angle_deg: 90
# hold_ms: 300
# bus: 1
# addr: 0x40
# channel: 0
# timestamp_start: 2025-10-12 17:11:46.219
# timestamp, ms_since_start, angle_deg
2025-10-12 17:11:46.229,0.000,0
2025-10-12 17:11:46.230,1.095,0
2025-10-12 17:11:46.243,14.236,2
2025-10-12 17:11:46.256,27.432,4
2025-10-12 17:11:46.270,40.612,7
2025-10-12 17:11:46.283,53.842,9
2025-10-12 17:11:46.296,67.153,11
2025-10-12 17:11:46.309,80.388,14
2025-10-12 17:11:46.323,93.881,16
2025-10-12 17:11:46.336,107.271,18
2025-10-12 17:11:46.350,120.700,20
2025-10-12 17:11:46.363,134.287,22
2025-10-12 17:11:46.376,147.540,25
2025-10-12 17:11:46.390,161.044,27
2025-10-12 17:11:46.403,174.479,29
2025-10-12 17:11:46.417,188.116,31
2025-10-12 17:11:46.431,201.854,34
2025-10-12 17:11:46.445,215.979,36
2025-10-12 17:11:46.458,229.505,38
2025-10-12 17:11:46.472,242.741,40
2025-10-12 17:11:46.485,256.233,43
2025-10-12 17:11:46.498,269.582,45
2025-10-12 17:11:46.512,282.866,47
2025-10-12 17:11:46.525,296.015,50
2025-10-12 17:11:46.538,309.205,52
2025-10-12 17:11:46.551,322.434,54
2025-10-12 17:11:46.565,335.694,56
2025-10-12 17:11:46.578,348.946,58
2025-10-12 17:11:46.591,362.136,61
2025-10-12 17:11:46.604,375.287,63
2025-10-12 17:11:46.617,388.567,65
2025-10-12 17:11:46.631,401.832,68
2025-10-12 17:11:46.645,415.919,70
2025-10-12 17:11:46.658,429.193,72
2025-10-12 17:11:46.672,442.641,74
2025-10-12 17:11:46.685,456.063,76
2025-10-12 17:11:46.698,469.523,79
2025-10-12 17:11:46.712,483.114,81
2025-10-12 17:11:46.725,496.520,83
2025-10-12 17:11:46.739,510.047,86
2025-10-12 17:11:46.753,523.686,88
2025-10-12 17:11:46.766,537.424,90
2025-10-12 17:11:46.780,551.291,90
2025-10-12 17:11:46.794,564.653,88
2025-10-12 17:11:46.807,578.579,87
2025-10-12 17:11:46.821,592.087,86
2025-10-12 17:11:46.834,605.555,84
2025-10-12 17:11:46.848,619.228,82
2025-10-12 17:11:46.862,633.245,81
2025-10-12 17:11:46.876,646.706,80
2025-10-12 17:11:46.889,659.992,78
2025-10-12 17:11:46.902,673.263,76
2025-10-12 17:11:46.915,686.460,75
2025-10-12 17:11:46.929,699.631,74
2025-10-12 17:11:46.942,712.778,72
2025-10-12 17:11:46.955,725.928,70
2025-10-12 17:11:46.968,739.035,69
2025-10-12 17:11:46.981,752.147,68
2025-10-12 17:11:46.994,765.412,66
2025-10-12 17:11:47.007,778.537,64
2025-10-12 17:11:47.021,792.124,63
2025-10-12 17:11:47.037,807.624,62
2025-10-12 17:11:47.050,820.760,60
2025-10-12 17:11:47.063,834.010,58
2025-10-12 17:11:47.076,847.122,57
2025-10-12 17:11:47.089,860.358,56
2025-10-12 17:11:47.103,873.599,54
2025-10-12 17:11:47.116,886.714,52
2025-10-12 17:11:47.129,899.986,51
2025-10-12 17:11:47.142,913.184,50
2025-10-12 17:11:47.155,926.620,48
2025-10-12 17:11:47.169,940.020,46
2025-10-12 17:11:47.182,953.116,45
2025-10-12 17:11:47.195,966.521,43
2025-10-12 17:11:47.209,980.396,42
2025-10-12 17:11:47.223,994.175,40
2025-10-12 17:11:47.236,1007.439,39
2025-10-12 17:11:47.250,1020.680,38
2025-10-12 17:11:47.263,1033.841,36
2025-10-12 17:11:47.276,1047.018,34
2025-10-12 17:11:47.289,1060.264,33
2025-10-12 17:11:47.302,1073.432,32
2025-10-12 17:11:47.316,1086.591,30
2025-10-12 17:11:47.329,1099.733,28
2025-10-12 17:11:47.343,1114.704,27
2025-10-12 17:11:47.357,1128.022,26
2025-10-12 17:11:47.372,1143.501,24
2025-10-12 17:11:47.386,1156.727,22
2025-10-12 17:11:47.399,1169.871,21
2025-10-12 17:11:47.412,1183.039,20
2025-10-12 17:11:47.425,1196.196,18
2025-10-12 17:11:47.438,1209.561,16
2025-10-12 17:11:47.452,1222.787,15
2025-10-12 17:11:47.465,1235.978,14
2025-10-12 17:11:47.478,1249.442,12
2025-10-12 17:11:47.492,1262.720,10
2025-10-12 17:11:47.505,1275.842,9
2025-10-12 17:11:47.518,1289.014,8
2025-10-12 17:11:47.531,1302.196,6
2025-10-12 17:11:47.544,1315.492,4
2025-10-12 17:11:47.558,1328.758,3
2025-10-12 17:11:47.571,1341.969,2
2025-10-12 17:11:47.584,1355.158,0
2025-10-12 17:11:47.597,1368.319,0
2025-10-12 17:11:47.611,1381.566,0
2025-10-12 17:11:47.624,1394.774,0
2025-10-12 17:11:47.637,1408.059,0
2025-10-12 17:11:47.650,1421.376,0
2025-10-12 17:11:47.664,1434.572,0
2025-10-12 17:11:47.677,1447.881,0
2025-10-12 17:11:47.690,1461.356,0
2025-10-12 17:11:47.704,1474.737,0
2025-10-12 17:11:47.717,1488.009,0
2025-10-12 17:11:47.730,1501.329,0
2025-10-12 17:11:47.743,1514.382,0
2025-10-12 17:11:47.756,1527.489,0
2025-10-12 17:11:47.770,1540.801,0
2025-10-12 17:11:47.783,1554.202,0
2025-10-12 17:11:47.796,1567.584,0
2025-10-12 17:11:47.810,1581.234,0
2025-10-12 17:11:47.823,1594.563,0
2025-10-12 17:11:47.837,1607.713,0
2025-10-12 17:11:47.850,1620.960,0
2025-10-12 17:11:47.863,1634.178,0
2025-10-12 17:11:47.877,1647.785,0
2025-10-12 17:11:47.890,1661.235,0
2025-10-12 17:11:47.904,1675.375,0
2025-10-12 17:11:47.918,1688.795,2
2025-10-12 17:11:47.931,1702.534,4
2025-10-12 17:11:47.945,1716.652,7
2025-10-12 17:11:47.959,1730.197,9
2025-10-12 17:11:47.973,1743.914,11
2025-10-12 17:11:47.987,1757.845,14
2025-10-12 17:11:48.001,1771.706,16
2025-10-12 17:11:48.014,1784.968,18
2025-10-12 17:11:48.027,1799.405,20
2025-10-12 17:11:48.043,1813.700,22
2025-10-12 17:11:48.056,1827.228,25
2025-10-12 17:11:48.069,1840.799,27
2025-10-12 17:11:48.083,1854.429,29
2025-10-12 17:11:48.097,1868.362,31
2025-10-12 17:11:48.111,1881.721,34
2025-10-12 17:11:48.124,1895.288,36
2025-10-12 17:11:48.138,1909.143,38
2025-10-12 17:11:48.152,1923.750,40
2025-10-12 17:11:48.167,1937.751,43
2025-10-12 17:11:48.180,1951.458,45
2025-10-12 17:11:48.194,1965.471,47
2025-10-12 17:11:48.208,1979.643,50
2025-10-12 17:11:48.222,1993.437,52
2025-10-12 17:11:48.236,2007.253,54
2025-10-12 17:11:48.250,2021.136,56
2025-10-12 17:11:48.264,2034.960,58
2025-10-12 17:11:48.277,2048.338,61
2025-10-12 17:11:48.291,2062.377,63
2025-10-12 17:11:48.305,2075.864,65
2025-10-12 17:11:48.318,2089.758,68
2025-10-12 17:11:48.332,2103.493,70
2025-10-12 17:11:48.347,2118.154,72
2025-10-12 17:11:48.361,2132.350,74
2025-10-12 17:11:48.375,2145.862,76
2025-10-12 17:11:48.389,2160.794,79
2025-10-12 17:11:48.403,2174.174,81
2025-10-12 17:11:48.416,2187.241,83
2025-10-12 17:11:48.429,2200.355,86
2025-10-12 17:11:48.443,2213.586,88
2025-10-12 17:11:48.456,2226.753,90
2025-10-12 17:11:48.469,2239.940,90
2025-10-12 17:11:48.482,2253.149,88
2025-10-12 17:11:48.495,2266.460,87
2025-10-12 17:11:48.509,2279.679,86
2025-10-12 17:11:48.522,2292.988,84
2025-10-12 17:11:48.535,2306.209,82
2025-10-12 17:11:48.548,2319.480,81
2025-10-12 17:11:48.562,2333.218,80
2025-10-12 17:11:48.575,2346.540,78
2025-10-12 17:11:48.589,2359.705,76
2025-10-12 17:11:48.602,2372.991,75
2025-10-12 17:11:48.615,2386.178,74
2025-10-12 17:11:48.628,2399.629,72
2025-10-12 17:11:48.642,2412.976,70
2025-10-12 17:11:48.655,2426.139,69
2025-10-12 17:11:48.668,2439.316,68
2025-10-12 17:11:48.681,2452.513,66
2025-10-12 17:11:48.695,2465.686,64
2025-10-12 17:11:48.708,2478.818,63
2025-10-12 17:11:48.721,2492.030,62
2025-10-12 17:11:48.734,2505.413,60
2025-10-12 17:11:48.748,2518.617,58
2025-10-12 17:11:48.761,2531.804,57
2025-10-12 17:11:48.774,2544.990,56
2025-10-12 17:11:48.787,2558.198,54
2025-10-12 17:11:48.800,2571.428,52
2025-10-12 17:11:48.813,2584.588,51
2025-10-12 17:11:48.827,2597.850,50
2025-10-12 17:11:48.840,2611.014,48
2025-10-12 17:11:48.853,2624.158,46
2025-10-12 17:11:48.866,2637.583,45
2025-10-12 17:11:48.880,2650.710,43
2025-10-12 17:11:48.894,2665.246,42
2025-10-12 17:11:48.907,2678.490,40
2025-10-12 17:11:48.921,2691.694,39
2025-10-12 17:11:48.934,2704.901,38
2025-10-12 17:11:48.947,2718.062,36
2025-10-12 17:11:48.960,2731.352,34
2025-10-12 17:11:48.974,2744.842,33
2025-10-12 17:11:48.987,2758.203,32
2025-10-12 17:11:49.001,2771.782,30
2025-10-12 17:11:49.015,2786.141,28
2025-10-12 17:11:49.028,2799.336,27
2025-10-12 17:11:49.041,2812.583,26
2025-10-12 17:11:49.055,2825.863,24
2025-10-12 17:11:49.068,2839.017,22
2025-10-12 17:11:49.081,2852.580,21
2025-10-12 17:11:49.095,2865.732,20
2025-10-12 17:11:49.108,2878.934,18
2025-10-12 17:11:49.121,2892.126,16
2025-10-12 17:11:49.134,2905.540,15
2025-10-12 17:11:49.148,2918.742,14
2025-10-12 17:11:49.161,2931.958,12
2025-10-12 17:11:49.174,2945.211,10
2025-10-12 17:11:49.187,2958.422,9
2025-10-12 17:11:49.201,2971.594,8
2025-10-12 17:11:49.214,2984.868,6
2025-10-12 17:11:49.227,2998.089,4
2025-10-12 17:11:49.240,3011.297,3
2025-10-12 17:11:49.253,3024.499,2
2025-10-12 17:11:49.267,3037.640,0
2025-10-12 17:11:49.280,3050.875,0
2025-10-12 17:11:49.293,3064.063,0
2025-10-12 17:11:49.306,3077.285,0
2025-10-12 17:11:49.319,3090.492,0
2025-10-12 17:11:49.333,3103.943,0
2025-10-12 17:11:49.346,3117.214,0
2025-10-12 17:11:49.359,3130.386,0
2025-10-12 17:11:49.373,3143.600,0
2025-10-12 17:11:49.386,3156.848,0
2025-10-12 17:11:49.399,3170.150,0
2025-10-12 17:11:49.412,3183.359,0
2025-10-12 17:11:49.428,3199.037,0
2025-10-12 17:11:49.441,3212.232,0
2025-10-12 17:11:49.455,3225.735,0
2025-10-12 17:11:49.468,3239.044,0
2025-10-12 17:11:49.481,3252.383,0
2025-10-12 17:11:49.495,3265.612,0
2025-10-12 17:11:49.508,3278.764,0
2025-10-12 17:11:49.521,3292.156,0
2025-10-12 17:11:49.534,3305.446,0
2025-10-12 17:11:49.548,3318.572,0
2025-10-12 17:11:49.561,3331.778,0
2025-10-12 17:11:49.574,3345.047,0
2025-10-12 17:11:49.587,3358.491,0
2025-10-12 17:11:49.601,3371.762,2
2025-10-12 17:11:49.614,3385.049,4
2025-10-12 17:11:49.627,3398.215,7
2025-10-12 17:11:49.640,3411.427,9
2025-10-12 17:11:49.654,3424.635,11
2025-10-12 17:11:49.667,3437.810,14
2025-10-12 17:11:49.680,3451.332,16
2025-10-12 17:11:49.693,3464.566,18
2025-10-12 17:11:49.707,3477.725,20
2025-10-12 17:11:49.720,3490.949,22
2025-10-12 17:11:49.733,3504.204,25
2025-10-12 17:11:49.746,3517.505,27
2025-10-12 17:11:49.760,3530.885,29
2025-10-12 17:11:49.773,3544.225,31
2025-10-12 17:11:49.786,3557.511,34
2025-10-12 17:11:49.800,3570.695,36
2025-10-12 17:11:49.813,3583.901,38
