timestamp_ms,elapsed_ms,pix_dist,m_dist
0ms,0,303.764,0.198909
32ms,32,302.946,0.198325
64ms,64,301.820,0.197727
96ms,96,300.819,0.197118
160ms,160,299.390,0.195971
192ms,192,299.117,0.196232
223ms,223,298.388,0.195898
256ms,256,298.402,0.195533
288ms,288,298.329,0.195318
335ms,335,298.355,0.195681
368ms,368,298.227,0.195127
400ms,400,298.172,0.195288
432ms,432,298.304,0.195091
464ms,464,298.282,0.195101
496ms,496,298.601,0.195220
528ms,528,298.842,0.195162
560ms,560,299.177,0.195482
592ms,592,299.568,0.195648
624ms,624,300.029,0.196136
656ms,656,300.488,0.196191
688ms,688,301.054,0.196430
720ms,720,301.556,0.196888
768ms,768,302.096,0.197288
800ms,800,302.590,0.197542
832ms,832,303.232,0.198042
864ms,864,303.934,0.198476
896ms,896,304.619,0.199066
928ms,928,305.245,0.199469
960ms,960,305.837,0.199912
992ms,992,305.967,0.200123
1056ms,1056,305.914,0.200005
1088ms,1088,305.853,0.200050
1120ms,1120,305.942,0.199940
1200ms,1200,305.864,0.200129
1232ms,1232,305.841,0.199996
1264ms,1264,305.998,0.199935
1296ms,1296,305.923,0.200112
1327ms,1327,305.865,0.199974
1360ms,1360,305.960,0.199926
1392ms,1392,306.020,0.200037
1424ms,1424,305.382,0.199968
1456ms,1456,304.406,0.199171
1488ms,1488,303.415,0.198837
1536ms,1536,302.491,0.198262
1568ms,1568,301.408,0.197424
1600ms,1600,300.503,0.196709
1631ms,1631,299.732,0.196115
1664ms,1664,299.274,0.195984
1696ms,1696,298.928,0.195999
1728ms,1728,298.415,0.195695
1760ms,1760,298.206,0.195597
1792ms,1792,298.362,0.195339
1824ms,1824,298.233,0.195243
1856ms,1856,298.341,0.195269
1888ms,1888,298.183,0.195049
1968ms,1968,298.322,0.195195
2000ms,2000,298.772,0.195151
2032ms,2032,298.959,0.195305
2064ms,2064,299.300,0.195510
2096ms,2096,299.756,0.195868
2128ms,2128,300.252,0.196371
2160ms,2160,300.669,0.196424
2192ms,2192,301.127,0.196670
2224ms,2224,301.725,0.196946
2256ms,2256,302.228,0.197361
2288ms,2288,302.798,0.197863
2336ms,2336,303.449,0.198186
2368ms,2368,304.028,0.198693
2400ms,2400,304.853,0.199174
2431ms,2431,305.355,0.199436
2464ms,2464,305.977,0.200213
2496ms,2496,305.825,0.200136
2528ms,2528,305.860,0.200062
2560ms,2560,305.853,0.200080
2592ms,2592,305.852,0.200038
2623ms,2623,305.925,0.200076
2656ms,2656,305.885,0.200081
2688ms,2688,305.954,0.199987
2735ms,2735,305.894,0.200012
2767ms,2767,305.888,0.200036
2800ms,2800,305.958,0.199867
2831ms,2831,305.900,0.200027
2864ms,2864,306.066,0.199968
2896ms,2896,305.905,0.200025
2928ms,2928,305.044,0.199643
2960ms,2960,304.025,0.199301
2992ms,2992,303.051,0.198424
3024ms,3024,302.135,0.197775
3056ms,3056,301.023,0.197464
3088ms,3088,300.139,0.196509
3120ms,3120,299.311,0.195885
3167ms,3167,299.182,0.195974
3200ms,3200,298.513,0.195776
3232ms,3232,298.403,0.195447
3264ms,3264,298.300,0.195402
3295ms,3295,298.274,0.195516
3327ms,3327,298.264,0.195315
3360ms,3360,298.208,0.195361
3392ms,3392,298.268,0.195233
3456ms,3456,298.396,0.195136
3488ms,3488,298.789,0.195093
3520ms,3520,299.103,0.195467
3567ms,3567,299.424,0.195664
3600ms,3600,299.954,0.195884
3632ms,3632,300.410,0.196075
3664ms,3664,300.911,0.196575
3696ms,3696,301.435,0.196761
3760ms,3760,302.533,0.197424
3792ms,3792,303.057,0.197891
3824ms,3824,303.685,0.198263
3856ms,3856,304.420,0.198902
3888ms,3888,305.025,0.199413
3920ms,3920,305.675,0.199914
4032ms,4032,305.806,0.199944
4063ms,4063,305.810,0.199892
4096ms,4096,305.798,0.200064
4128ms,4128,305.816,0.200101
4160ms,4160,305.779,0.200020
4192ms,4192,305.870,0.199796
4224ms,4224,305.903,0.200036
4256ms,4256,305.732,0.199880
4288ms,4288,305.904,0.199911
4320ms,4320,305.917,0.199909
4367ms,4367,306.088,0.200150
4400ms,4400,305.541,0.199977
4431ms,4431,304.524,0.199438
4463ms,4463,303.655,0.198988
4496ms,4496,302.674,0.198187
4528ms,4528,301.707,0.197388
4560ms,4560,300.643,0.196818
4592ms,4592,299.877,0.196578
4624ms,4624,299.244,0.195761
4656ms,4656,298.969,0.196117
4688ms,4688,298.406,0.195720
4720ms,4720,298.394,0.195684
4767ms,4767,298.332,0.195460
4800ms,4800,298.329,0.195429
4832ms,4832,298.178,0.195092
4863ms,4863,298.272,0.195252
4896ms,4896,298.194,0.195157
4928ms,4928,298.356,0.195232
4960ms,4960,298.572,0.195445
4992ms,4992,298.802,0.195088
5024ms,5024,299.216,0.195575
5056ms,5056,299.617,0.195642
5088ms,5088,300.079,0.195922
5120ms,5120,300.548,0.196141
5167ms,5167,301.003,0.196619
5200ms,5200,301.519,0.196829
5232ms,5232,302.146,0.197305
5263ms,5263,302.588,0.197656
5295ms,5295,303.250,0.197933
5328ms,5328,303.910,0.198436
5360ms,5360,304.546,0.198894
5392ms,5392,305.184,0.199466
5424ms,5424,305.761,0.200011
5488ms,5488,305.709,0.199979
5520ms,5520,305.712,0.199808
5552ms,5552,305.769,0.199928
5632ms,5632,305.708,0.199812
5663ms,5663,305.735,0.199922
5696ms,5696,305.699,0.199910
5728ms,5728,305.776,0.199929
5760ms,5760,305.705,0.199928
5792ms,5792,305.845,0.199936
5824ms,5824,305.860,0.199810
5856ms,5856,306.024,0.200000
5888ms,5888,305.406,0.200006
5920ms,5920,304.471,0.199294
5952ms,5952,303.459,0.198804
5999ms,5999,302.568,0.198265
6032ms,6032,301.448,0.197326
6064ms,6064,300.558,0.196658
6096ms,6096,299.668,0.196127
6128ms,6128,299.193,0.196116
6160ms,6160,298.911,0.195752
6192ms,6192,298.188,0.195513
6224ms,6224,298.282,0.195623
6256ms,6256,298.248,0.195550
6288ms,6288,298.252,0.195352
6320ms,6320,298.236,0.195275
6352ms,6352,298.248,0.195170
6400ms,6400,298.193,0.195115
6431ms,6431,298.367,0.195103
6464ms,6464,298.766,0.195281
6496ms,6496,298.890,0.195529
6528ms,6528,299.310,0.195399
6560ms,6560,299.670,0.195641
6592ms,6592,300.151,0.196053
6624ms,6624,300.599,0.196398
6656ms,6656,301.158,0.196757
6688ms,6688,301.701,0.196942
6720ms,6720,302.212,0.197199
6752ms,6752,302.909,0.197748
6800ms,6800,303.495,0.198206
6864ms,6864,304.800,0.199150
6896ms,6896,305.425,0.199683
6928ms,6928,305.941,0.200104
6960ms,6960,305.848,0.200219
7023ms,7023,305.772,0.199910
7056ms,7056,305.801,0.199877
7088ms,7088,305.864,0.199939
7120ms,7120,305.832,0.199831
7152ms,7152,305.847,0.199884
7199ms,7199,305.840,0.199800
7231ms,7231,305.747,0.199873
7263ms,7263,305.841,0.199900
7295ms,7295,305.849,0.199932
7327ms,7327,305.988,0.199903
7359ms,7359,305.932,0.200064
7392ms,7392,304.932,0.199676
7424ms,7424,303.882,0.199048
7456ms,7456,302.913,0.198418
7488ms,7488,301.937,0.197647
7520ms,7520,300.857,0.196979
7599ms,7599,299.339,0.196039
7663ms,7663,298.510,0.195652
7727ms,7727,298.301,0.195347
7760ms,7760,298.388,0.195305
7792ms,7792,298.264,0.195309
7824ms,7824,298.239,0.195322
7856ms,7856,298.190,0.195135
7888ms,7888,298.368,0.195220
7920ms,7920,298.393,0.195239
7952ms,7952,298.718,0.195265
8000ms,8000,299.019,0.195478
8032ms,8032,299.423,0.195686
8063ms,8063,299.922,0.195842
8096ms,8096,300.376,0.196174
8128ms,8128,300.837,0.196496
8160ms,8160,301.404,0.196688
8192ms,8192,301.864,0.197085
8224ms,8224,302.431,0.197295
8256ms,8256,303.043,0.197847
8288ms,8288,303.638,0.198295
8320ms,8320,304.290,0.198837
8352ms,8352,305.011,0.199198
8400ms,8400,305.642,0.199814
8432ms,8432,305.915,0.200200
8463ms,8463,305.774,0.199969
8495ms,8495,305.769,0.199947
8528ms,8528,305.817,0.199986
8560ms,8560,305.763,0.199869
8592ms,8592,305.827,0.199912
8624ms,8624,305.773,0.199860
8656ms,8656,305.746,0.199896
8688ms,8688,305.730,0.199885
8720ms,8720,305.720,0.199817
8752ms,8752,305.778,0.199885
8799ms,8799,305.888,0.199776
8832ms,8832,305.991,0.199999
8896ms,8896,304.597,0.199608
8928ms,8928,303.666,0.198931
8960ms,8960,302.682,0.198212
8991ms,8991,301.659,0.197378
9024ms,9024,300.639,0.196940
9056ms,9056,299.770,0.196449
9088ms,9088,299.220,0.195984
9120ms,9120,298.924,0.196163
9152ms,9152,298.319,0.195648
9200ms,9200,298.332,0.195463
9232ms,9232,298.392,0.195486
9264ms,9264,298.282,0.195276
9296ms,9296,298.167,0.195205
9327ms,9327,298.236,0.195338
9360ms,9360,298.199,0.195143
9424ms,9424,298.602,0.195246
9456ms,9456,298.775,0.195313
9488ms,9488,299.141,0.195679
9520ms,9520,299.656,0.195535
9552ms,9552,300.057,0.195851
9600ms,9600,300.518,0.196186
9632ms,9632,301.067,0.196576
9663ms,9663,301.491,0.196631
9696ms,9696,302.063,0.197334
9728ms,9728,302.619,0.197559
9760ms,9760,303.211,0.197822
9792ms,9792,303.850,0.198450
9823ms,9823,304.526,0.198876
9856ms,9856,305.124,0.199519
9888ms,9888,305.780,0.200009
9920ms,9920,305.944,0.200163
9952ms,9952,305.769,0.200063
9999ms,9999,305.721,0.199776
10032ms,10032,305.799,0.199951
10064ms,10064,305.813,0.199978
10096ms,10096,305.818,0.199835
10128ms,10128,305.768,0.200031
10160ms,10160,305.839,0.199988
10192ms,10192,305.799,0.199915
10224ms,10224,305.806,0.199853
10256ms,10256,305.837,0.199993
10288ms,10288,305.949,0.199835
10320ms,10320,306.036,0.200216
10352ms,10352,305.284,0.199846
10400ms,10400,304.265,0.199199
10431ms,10431,303.384,0.198657
10463ms,10463,302.452,0.198109
10496ms,10496,301.397,0.197485
10527ms,10527,300.533,0.196613
10560ms,10560,299.460,0.196145
10592ms,10592,299.145,0.195652
10624ms,10624,298.837,0.195692
10656ms,10656,298.268,0.195529
10688ms,10688,298.241,0.195333
10720ms,10720,298.344,0.195600
10752ms,10752,298.264,0.195366
10784ms,10784,298.238,0.195258
10832ms,10832,298.339,0.195169
10864ms,10864,298.252,0.195193
10896ms,10896,298.389,0.195073
10928ms,10928,298.668,0.195075
10960ms,10960,298.872,0.195451
10992ms,10992,299.367,0.195407
11024ms,11024,299.679,0.195685
11056ms,11056,300.220,0.196110
11087ms,11087,300.589,0.196446
11120ms,11120,301.119,0.196632
11183ms,11183,302.169,0.197203
11231ms,11231,302.777,0.197670
11263ms,11263,303.343,0.198109
11295ms,11295,303.891,0.198452
11327ms,11327,304.693,0.199189
11360ms,11360,305.296,0.199511
11392ms,11392,305.888,0.200150
11424ms,11424,305.817,0.200223
11456ms,11456,305.853,0.199970
11488ms,11488,305.875,0.199928
11520ms,11520,305.815,0.199919
11552ms,11552,305.841,0.199882
11584ms,11584,305.794,0.199966
11632ms,11632,305.857,0.200027
11663ms,11663,305.832,0.199946
11728ms,11728,305.890,0.199964
11823ms,11823,305.928,0.200102
11856ms,11856,305.009,0.199764
11888ms,11888,304.018,0.199165
11920ms,11920,303.114,0.198464
11952ms,11952,302.109,0.197785
11984ms,11984,301.084,0.197254
12031ms,12031,300.188,0.196509
12063ms,12063,299.518,0.196026
12095ms,12095,299.095,0.195985
12127ms,12127,298.627,0.195847
12160ms,12160,298.187,0.195635
12192ms,12192,298.289,0.195564
12224ms,12224,298.291,0.195455
12256ms,12256,298.241,0.195302
12288ms,12288,298.204,0.195396
12320ms,12320,298.293,0.195158
12383ms,12383,298.534,0.195232
12432ms,12432,298.755,0.195154
12463ms,12463,298.997,0.195461
12495ms,12495,299.399,0.195567
12527ms,12527,299.847,0.195800
12560ms,12560,300.207,0.196090
12592ms,12592,300.663,0.196497
12624ms,12624,301.247,0.196787
12655ms,12655,301.785,0.197085
12688ms,12688,302.386,0.197421
12720ms,12720,302.931,0.197945
12752ms,12752,303.474,0.198195
