timestamp_ms,elapsed_ms,pix_dist,m_dist
32ms,32,116.244,0.196484
64ms,64,116.571,0.196684
128ms,128,116.732,0.201901
496ms,496,118.358,0.209823
528ms,528,118.614,0.201864
560ms,560,118.824,0.203171
592ms,592,119.147,0.202718
624ms,624,119.302,0.203430
656ms,656,119.475,0.203198
704ms,704,119.470,0.207065
736ms,736,119.562,0.210925
767ms,767,119.707,0.213485
800ms,800,119.533,0.212317
832ms,832,119.575,0.209428
864ms,864,119.605,0.208846
896ms,896,119.669,0.207335
928ms,928,119.742,0.211087
960ms,960,119.598,0.212288
992ms,992,119.606,0.209930
1024ms,1024,119.723,0.208328
1103ms,1103,119.504,0.213535
1136ms,1136,119.165,0.202553
1168ms,1168,118.619,0.203133
1200ms,1200,118.390,0.199632
1232ms,1232,118.018,0.201452
1264ms,1264,117.815,0.200517
1296ms,1296,117.286,0.210695
1328ms,1328,117.069,0.198871
1360ms,1360,117.056,0.200928
1392ms,1392,116.800,0.202114
1632ms,1632,116.721,0.207432
1664ms,1664,116.731,0.201232
1696ms,1696,116.898,0.203009
1728ms,1728,116.784,0.203601
1760ms,1760,117.032,0.199537
1792ms,1792,117.225,0.198285
1840ms,1840,117.524,0.198086
1872ms,1872,117.461,0.200154
1904ms,1904,117.622,0.200572
1936ms,1936,118.084,0.204885
1968ms,1968,118.324,0.200586
2000ms,2000,118.560,0.204286
2032ms,2032,118.883,0.202854
2064ms,2064,119.031,0.201888
2096ms,2096,119.152,0.205095
2128ms,2128,119.285,0.203278
2160ms,2160,119.554,0.203238
2192ms,2192,119.666,0.210240
2240ms,2240,119.768,0.213982
2271ms,2271,119.681,0.210547
2304ms,2304,119.749,0.205845
2336ms,2336,119.621,0.214231
2368ms,2368,119.664,0.207027
2400ms,2400,119.638,0.207312
2432ms,2432,119.746,0.210313
2496ms,2496,119.488,0.207788
2528ms,2528,119.724,0.206399
2560ms,2560,119.549,0.206529
2608ms,2608,119.142,0.203312
2639ms,2639,118.876,0.201067
2672ms,2672,118.549,0.200998
2704ms,2704,118.309,0.200292
2736ms,2736,118.174,0.200301
2768ms,2768,117.672,0.205991
2864ms,2864,116.933,0.202080
2896ms,2896,116.897,0.201986
2928ms,2928,116.637,0.205465
2976ms,2976,116.585,0.197004
3103ms,3103,116.640,0.210034
3136ms,3136,116.563,0.209703
3168ms,3168,116.662,0.199690
3200ms,3200,116.918,0.199563
3232ms,3232,116.923,0.200858
3264ms,3264,117.214,0.198305
3296ms,3296,117.525,0.198044
3328ms,3328,117.367,0.198513
3376ms,3376,117.514,0.199532
3408ms,3408,118.025,0.199677
3439ms,3439,118.154,0.199967
3472ms,3472,118.286,0.205015
3504ms,3504,118.631,0.202568
3536ms,3536,118.854,0.202546
3568ms,3568,119.008,0.202424
3600ms,3600,119.282,0.205008
3632ms,3632,119.412,0.202838
3664ms,3664,119.569,0.208381
3696ms,3696,119.747,0.210250
3744ms,3744,119.707,0.207415
3776ms,3776,119.771,0.208167
3808ms,3808,119.662,0.208978
3840ms,3840,119.845,0.207352
3872ms,3872,119.709,0.209180
3904ms,3904,119.601,0.208813
3936ms,3936,119.755,0.209647
3968ms,3968,119.575,0.211002
4000ms,4000,119.693,0.209114
4063ms,4063,119.440,0.211162
4112ms,4112,119.145,0.202583
4144ms,4144,118.629,0.201570
4176ms,4176,118.355,0.200880
4208ms,4208,118.028,0.201825
4240ms,4240,117.966,0.200605
4272ms,4272,117.438,0.206601
